METERHEAD,R_MF_9A_6P,R_MF_6P_10,R_SA_9A_6P,R_SA_6P_10,R_SU_9A_6P,R_SU_6P_10,RATE_MISC,TIMEINEFFE,T_MF_9A_6P,T_MF_6P_10,T_SA_9A_6P,T_SA_6P_10,T_SU_9A_6P,T_SU_6P_10,TIME_MISC,CREDITCARD,PAY_PHONE,Geom,Geo Local Area,METERID,geo_point_2d,lon,lat
Single Motorbike,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,$ .50,METER IN EFFECT: 9:00 AM TO 10:00 PM,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No,57186,"""{""""coordinates"""": [-123.09302334031246, 49.27211278048591], """"type"""": """"Point""""}""",Strathcona,TH1498,"49.27211278048591, -123.09302334031246",-123.09302334031246,49.27211278048591
Pay Station,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Yes,59832,"""{""""coordinates"""": [-123.08000051942112, 49.265115452287645], """"type"""": """"Point""""}""",Mount Pleasant,A61130,"49.265115452287645, -123.08000051942112",-123.08000051942112,49.265115452287645
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54076,"""{""""coordinates"""": [-123.14184404510094, 49.26374208847014], """"type"""": """"Point""""}""",Fairview,301613,"49.26374208847014, -123.14184404510094",-123.14184404510094,49.26374208847014
Pay Station,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Yes,59949,"""{""""coordinates"""": [-123.10880294451071, 49.26922688741575], """"type"""": """"Point""""}""",Mount Pleasant,B20144,"49.26922688741575, -123.10880294451071",-123.10880294451071,49.26922688741575
Pay Station,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Yes,57936,"""{""""coordinates"""": [-123.10337299493106, 49.26932503622913], """"type"""": """"Point""""}""",Mount Pleasant,A20015,"49.26932503622913, -123.10337299493106",-123.10337299493106,49.26932503622913
Pay Station,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,,No Time Limit,4 Hr,No Time Limit,4 Hr,No Time Limit,4 Hr,,Yes,57952,"""{""""coordinates"""": [-123.1055329713408, 49.26644102174855], """"type"""": """"Point""""}""",Mount Pleasant,B50016,"49.26644102174855, -123.1055329713408",-123.1055329713408,49.26644102174855
Pay Station,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$ .50,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Yes,50776,"""{""""coordinates"""": [-123.10191602836082, 49.26558504704316], """"type"""": """"Point""""}""",Mount Pleasant,A60111,"49.26558504704316, -123.10191602836082",-123.10191602836082,49.26558504704316
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50510,"""{""""coordinates"""": [-123.14236980399629, 49.263750976743744], """"type"""": """"Point""""}""",Fairview,301625,"49.263750976743744, -123.14236980399629",-123.14236980399629,49.263750976743744
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50525,"""{""""coordinates"""": [-123.14290933535034, 49.263579041915726], """"type"""": """"Point""""}""",Fairview,301638,"49.263579041915726, -123.14290933535034",-123.14290933535034,49.263579041915726
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54166,"""{""""coordinates"""": [-123.14308403712822, 49.263581704165816], """"type"""": """"Point""""}""",Fairview,301644,"49.263581704165816, -123.14308403712822",-123.14308403712822,49.263581704165816
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52466,"""{""""coordinates"""": [-123.13063986355375, 49.264439475482725], """"type"""": """"Point""""}""",Fairview,B81141,"49.264439475482725, -123.13063986355375",-123.13063986355375,49.264439475482725
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54397,"""{""""coordinates"""": [-123.10040929513855, 49.266343060648964], """"type"""": """"Point""""}""",Mount Pleasant,A50202,"49.266343060648964, -123.10040929513855",-123.10040929513855,49.266343060648964
Twin,$5.00,$1.00,$5.00,$1.00,$5.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51870,"""{""""coordinates"""": [-123.11691139613701, 49.263346980439934], """"type"""": """"Point""""}""",Fairview,300525,"49.263346980439934, -123.11691139613701",-123.11691139613701,49.263346980439934
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51074,"""{""""coordinates"""": [-123.13505853853134, 49.26345476289347], """"type"""": """"Point""""}""",Fairview,301328,"49.26345476289347, -123.13505853853134",-123.13505853853134,49.26345476289347
