METERHEAD,R_MF_9A_6P,R_MF_6P_10,R_SA_9A_6P,R_SA_6P_10,R_SU_9A_6P,R_SU_6P_10,RATE_MISC,TIMEINEFFE,T_MF_9A_6P,T_MF_6P_10,T_SA_9A_6P,T_SA_6P_10,T_SU_9A_6P,T_SU_6P_10,TIME_MISC,Geo Local Area,METERID,Geometry
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B70513,POINT (49.26504259402572 -123.11571467829448)
Single,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Kitsilano,0M2410,POINT (49.26459969621362 -123.17775504593945)
Single,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Kitsilano,0M2415,POINT (49.26442259108825 -123.17791184333088)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301023,POINT (49.263540910206665 -123.12783965336328)
Twin,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Kitsilano,2M2507,POINT (49.2636824446673 -123.16476907866547)
Twin,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Kitsilano,3M2504,POINT (49.2638174315788 -123.16637892079567)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301008,POINT (49.263306882552904 -123.12745638706785)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301010,POINT (49.263306882552904 -123.12745638706785)
Pay Station,$8.00,$3.00,$8.00,$3.00,$8.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Fairview,832614,POINT (49.26194292296851 -123.12530834534755)
Pay Station,$8.00,$3.00,$8.00,$3.00,$8.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Fairview,832630,POINT (49.26142214838992 -123.12532207646584)
Pay Station,$3.50,$4.00,$3.50,$4.00,$3.50,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Downtown,290912,POINT (49.27734147913421 -123.11779045288421)
Pay Station,$2.00,$5.00,$2.00,$5.00,$2.00,$5.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Kitsilano,951609,POINT (49.27138959751071 -123.15510587170947)
Pay Station,$4.00,$3.00,$4.00,$3.00,$4.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Kitsilano,B11817,POINT (49.2707420343724 -123.1466952204733)
Pay Station,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,$1.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,26 Hrs,26 Hrs,26 Hrs,26 Hrs,26 Hrs,26 Hrs,,Mount Pleasant,B50111,POINT (49.266587008158496 -123.1073940042032)
Pay Station,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Fairview,B21614,POINT (49.26967480446183 -123.14160784582756)
Pay Station,$2.50,$2.00,$2.50,$2.00,$2.50,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Downtown,601027,POINT (49.27790717538016 -123.12322607016348)
Single,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Kitsilano,2M2421,POINT (49.264214008632806 -123.16473676146944)
Twin,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Kitsilano,2M2422,POINT (49.264264382151474 -123.1645913441414)
Twin,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Kitsilano,2M2505,POINT (49.2636824446673 -123.16476907866547)
Twin,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Kitsilano,3M2416,POINT (49.264373216393764 -123.16641163284864)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B70536,POINT (49.26494466082114 -123.11711870660528)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B70534,POINT (49.264941986215796 -123.11694408387957)
Twin,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Kitsilano,3M2506,POINT (49.26371284567244 -123.1663279750888)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B70519,POINT (49.265048274063034 -123.11606039264497)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B70521,POINT (49.265048274063034 -123.11606039264497)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B70523,POINT (49.265051522376716 -123.1162383158505)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B70529,POINT (49.26505433753968 -123.11641733766245)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B70532,POINT (49.264941986215796 -123.11694408387957)
Twin,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Kitsilano,3M2508,POINT (49.26371284567244 -123.1663279750888)
Twin,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Kitsilano,5M2503,POINT (49.263807234495125 -123.17019321463472)
Twin,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Kitsilano,7M2503,POINT (49.263922762772104 -123.17214644732935)
Twin,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Kitsilano,7M2502,POINT (49.263914762361466 -123.17198582627272)
Twin,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Kitsilano,7M2506,POINT (49.26380901810613 -123.17198956842917)
Twin,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Kitsilano,2M2417,POINT (49.26432807395436 -123.16473249543827)
Pay Station,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Downtown,040410,POINT (49.28432591102668 -123.11050697064849)
Twin,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Fairview,902007,POINT (49.26745778058222 -123.14333991875814)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B71630,POINT (49.265365525285326 -123.1425165736113)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,D00521,POINT (49.26231764000997 -123.11628827346748)
Twin,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Kitsilano,8M2501,POINT (49.26394590474701 -123.17407544833046)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B71622,POINT (49.26535946246814 -123.1421076390879)
Twin,$2.00,$4.00,$2.00,$4.00,$2.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,West End,121214,POINT (49.28639019673637 -123.12770616258773)
Twin,$2.00,$4.00,$2.00,$4.00,$2.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,West End,121218,POINT (49.28647335735416 -123.12783609034452)
Twin,$3.00,$3.00,$3.00,$3.00,$3.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Downtown,631322,POINT (49.276803772276935 -123.13047722154614)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,901913,POINT (49.2683137123301 -123.14330899575987)
Pay Station,$1.00,$2.00,$1.00,$2.00,$1.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Downtown,331517,POINT (49.2915434503614 -123.12802842111553)
Pay Station,$1.00,$3.00,$1.00,$3.00,$1.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,West End,651208,POINT (49.280120954699164 -123.13146792750241)
Twin,$5.00,$6.00,$5.00,$6.00,$5.00,$6.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Kitsilano,921916,POINT (49.26842575852149 -123.1502745099772)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Fairview,642306,POINT (49.26529175726605 -123.14556735937757)
Pay Station,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,,Mount Pleasant,B70305,POINT (49.26484989810506 -123.1114979176716)
Pay Station,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,$1.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,,Mount Pleasant,A70021,POINT (49.26469570470793 -123.10345957976112)
Pay Station,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,,Mount Pleasant,B70015,POINT (49.264735446123105 -123.10574418102833)
Pay Station,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,$1.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,26 Hrs,26 Hrs,26 Hrs,26 Hrs,26 Hrs,26 Hrs,,Mount Pleasant,B50317,POINT (49.266666997827855 -123.11164097883878)
Pay Station,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,$1.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,26 Hrs,26 Hrs,26 Hrs,26 Hrs,26 Hrs,26 Hrs,26 Hrs,Mount Pleasant,B60115,POINT (49.265686999415365 -123.10762901814007)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Mount Pleasant,512704,POINT (49.26093202917518 -123.1008756828753)
Pay Station,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,$1.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,26 Hrs,26 Hrs,26 Hrs,26 Hrs,26 Hrs,26 Hrs,26 Hrs,Mount Pleasant,B60130,POINT (49.2655929855372 -123.10870093719355)
Pay Station,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,$1.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,26 Hrs,26 Hrs,26 Hrs,26 Hrs,26 Hrs,26 Hrs,26 Hrs,Mount Pleasant,B60207,POINT (49.26573098798393 -123.10992002829143)
Twin,$2.00,$4.00,$2.00,$4.00,$2.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,West End,121224,POINT (49.28666720519754 -123.1281348651467)
Pay Station,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,$1.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,26 Hrs,26 Hrs,26 Hrs,26 Hrs,26 Hrs,26 Hrs,26 Hrs,Mount Pleasant,B60206,POINT (49.26561403841655 -123.10983798468766)
Pay Station,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,$ .50,METER IN EFFECT: 9:00 AM TO 10:00 PM,26 Hrs,26 Hrs,26 Hrs,26 Hrs,26 Hrs,26 Hrs,26 Hrs,Mount Pleasant,742107,POINT (49.26610001596944 -123.10293795347506)
Single,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,$ .50,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,Mount Pleasant,752214,POINT (49.26508204567186 -123.1047210405429)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301036,POINT (49.263346715766716 -123.12869575336458)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301111,POINT (49.26354638476093 -123.12975525332912)
Twin / Disability,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,$2.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,Fairview,D00707,POINT (49.26239292025677 -123.12051972484957)
Pay Station,$5.00,$1.00,$5.00,$1.00,$5.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Downtown,620928,POINT (49.28027253342631 -123.12331616386602)
Twin,$1.00,$3.00,$1.00,$3.00,$1.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Downtown,170806,POINT (49.27687756587167 -123.1291185056761)
Twin,$1.00,$3.00,$1.00,$3.00,$1.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Downtown,170816,POINT (49.27709605841853 -123.12945662603879)
Twin,$1.00,$3.00,$1.00,$3.00,$1.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Downtown,170803,POINT (49.27691471223921 -123.12893658862066)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Downtown,170401,POINT (49.27438342779826 -123.12502632739131)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B61514,POINT (49.26614957745133 -123.13954406730635)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,901917,POINT (49.26819964745884 -123.1433136139106)
Pay Station,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,West End,651005,POINT (49.28230215700773 -123.1284309734801)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Mount Pleasant,792615,POINT (49.26157025108465 -123.11308430328198)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B61507,POINT (49.266249648901834 -123.1389845010699)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B61527,POINT (49.2662712708331 -123.14025209057701)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B81520,POINT (49.26447709524787 -123.13984476193991)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301123,POINT (49.263555584067674 -123.1303012545635)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301131,POINT (49.263561515234684 -123.13066470518318)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,301133,POINT (49.26356432439022 -123.13084517935268)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Mount Pleasant,300127,POINT (49.26317368941442 -123.10814474344161)
Pay Station,$4.00,$3.00,$4.00,$3.00,$4.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,West End,651128,POINT (49.280841439835655 -123.13038193418444)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B81701,POINT (49.264648552932286 -123.14365011352041)
Pay Station,$3.50,$4.00,$3.50,$4.00,$3.50,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Downtown,160411,POINT (49.27568363864312 -123.1238138661956)
Pay Station,$2.50,$2.00,$2.50,$2.00,$2.50,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Downtown,591225,POINT (49.27534114197458 -123.12519582601784)
Pay Station,$2.50,$2.00,$2.50,$2.00,$2.50,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Downtown,281013,POINT (49.27464337929076 -123.11840891559886)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B81518,POINT (49.26447709524787 -123.13984476193991)
Pay Station,$3.50,$4.00,$3.50,$4.00,$3.50,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Downtown,160114,POINT (49.27347111354578 -123.12069019283348)
Pay Station,$2.50,$2.00,$2.50,$2.00,$2.50,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Downtown,591313,POINT (49.27446796218472 -123.12651605666882)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B81501,POINT (49.26457048819652 -123.13885635579037)
Twin,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Fairview,902005,POINT (49.26745778058222 -123.14333991875814)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B71634,POINT (49.26536918047741 -123.14268894786875)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,B71636,POINT (49.26536918047741 -123.14268894786875)
Twin,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Downtown,170207,POINT (49.273738919370714 -123.12400241150108)
Pay Station,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,,Mount Pleasant,752309,POINT (49.26434375823305 -123.10493591796222)
Pay Station,$3.50,$4.00,$3.50,$4.00,$3.50,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Downtown,321334,POINT (49.272950525282546 -123.12510532678922)
Pay Station,$2.50,$2.00,$2.50,$2.00,$2.50,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Downtown,281006,POINT (49.27434169514576 -123.1184035330374)
Twin / Disability,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,$2.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,Fairview,D00703,POINT (49.262388346015285 -123.12028251485086)
Pay Station,$3.50,$4.00,$3.50,$4.00,$3.50,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,Downtown,321232,POINT (49.27353084385188 -123.12274599802535)
Pay Station,$3.00,$2.00,$3.00,$2.00,$3.00,$2.00,$1.50,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,Mount Pleasant,NA1620,POINT (49.27062373689215 -123.10599273935546)
Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Fairview,901918,POINT (49.268193940497746 -123.14312816520575)
Pay Station,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,$1.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,13 Hrs,Mount Pleasant,B50106,POINT (49.26646453678499 -123.10720211355672)
Twin,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Mount Pleasant,9B2419,POINT (49.26303895706217 -123.09709792723294)
Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Mount Pleasant,9A2419,POINT (49.26307290539709 -123.0990368441752)
Pay Station,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,$1.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,No Time Limit,Mount Pleasant,762312,POINT (49.264140764627804 -123.1067025151474)
